accuracy,precision,recall,f1,roc_auc,model,train_time_sec
0.9904761904761905,0.9866071428571429,0.9778761061946902,0.9822222222222223,0.9994559107549508,mlp,1.2584822177886963
0.9904761904761905,0.990990990990991,0.9734513274336283,0.9821428571428571,0.9995784209160876,rf,8.41653847694397
0.9904761904761905,0.9866071428571429,0.9778761061946902,0.9822222222222223,0.9972579343345537,svm,6.482033014297485
0.9892857142857143,0.9865470852017937,0.9734513274336283,0.9799554565701559,0.9997729958778934,voting_soft,
