accuracy,precision,recall,f1,roc_auc,model,train_time_sec
0.9979268473271139,0.9982494529540481,0.9956350938454823,0.9969405594405594,0.9989687395634038,mlp,9.678389072418213
0.9967421886568932,0.9991201055873296,0.9912701876909646,0.9951796669588081,0.9989024149024275,rf,139.55552983283997
0.9979268473271139,0.9986859395532195,0.9951986032300305,0.9969392216878007,0.9986911150975472,svm,291.37555503845215
0.9979268473271139,0.9986859395532195,0.9951986032300305,0.9969392216878007,0.9989267730743788,voting_soft,
