accuracy,precision,recall,f1,roc_auc,model,train_time_sec
0.9992709244677749,0.99916370478779,0.9987460815047022,0.9989548494983277,0.9998868604500286,mlp,19.111534118652344
0.9995625546806649,0.9993730407523511,0.9993730407523511,0.9993730407523511,0.9999985725930615,rf,359.978880405426
0.99970836978711,0.9997909261969475,0.9993730407523511,0.9995819397993311,0.9999429505226826,svm,1883.139660358429
0.99970836978711,0.9997909261969475,0.9993730407523511,0.9995819397993311,0.9999993915970425,voting_soft,
